Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
2/21/2017,Stm Ch De,STM CH DE MARS DIN101,3.25,debit,Public Transportation,TD GREEN VISA,,
2/21/2017,Restaurant L Avenue,RESTAURANT L'AVENUE,22.69,debit,Restaurants,TD GREEN VISA,,
2/21/2017,Cafe Vanhoutte,CAFE VANHOUTTE,2.88,debit,Coffee Shops,TD GREEN VISA,,
2/21/2017,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Interac e-Transfer Fee,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
2/21/2017,Interac E Transfer,Interac e-Transfer C0***wEZ,40,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
2/21/2017,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,94.55,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
2/20/2017,Metro,METRO AVE DU PARC #2360,5.51,debit,Groceries,TD GREEN VISA,,
2/20/2017,Marche Louise Menard,MARCHE LOUISE MENARD 8345,75.85,debit,Groceries,TD GREEN VISA,,
2/17/2017,Mucho Burrito,MUCHO BURRITO,13.5,debit,Restaurants,TD GREEN VISA,,
2/16/2017,Pharma Plus Drugmarts,PHARMA PLUS DRUGMART 1255,9.03,debit,Pharmacy,TD GREEN VISA,,
2/16/2017,Jimmy Greek,JIMMY THE GREEK,15.23,debit,Restaurants,TD GREEN VISA,,
2/16/2017,Bmo H R,BMO MasterCard H8R6R4,37,debit,Credit Card Payment,TD STUDENT CHEQUING ACCOUNT,,
2/15/2017,Carleton Food Court,CARLETON FOOD COURT #3,9.02,debit,Food & Dining,TD GREEN VISA,,
2/15/2017,YMCA,YMCA-YWCA NATIONAL CAPITA,42.94,debit,Gym,TD GREEN VISA,,
2/14/2017,Tim Horton's,TIM HORTONS 4890 QTH,1.7,debit,Coffee Shops,TD GREEN VISA,,
2/13/2017,Imperial Barber Shop,IMPERIAL BARBER SHOP TENT,36.61,debit,Hair,TD GREEN VISA,,
2/13/2017,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,420,credit,Hide from Budgets & Trends,TD GREEN VISA,,
2/13/2017,Transfer Tfsa R,Transfer to TFSA 11R253J LU045,22,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
2/13/2017,Transfer to TD GREEN VISA,Transfer to TD Credit Card LO015,420,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
2/13/2017,Transfer Personal Payee,Transfer to Personal Payee LINE A5L8A8,261,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
2/13/2017,Bmo A L,BMO MasterCard A5L6R6,18.5,debit,Credit Card Payment,TD STUDENT CHEQUING ACCOUNT,,
2/12/2017,Wal-Mart,WAL-MART SUPERCENTER#3065,24.19,debit,Pharmacy,TD GREEN VISA,,
2/12/2017,Www Finisterre Com,WWW.FINISTERRE.COM,253.03,debit,Sporting Goods,TD GREEN VISA,,
2/11/2017,Cdn Tire Gasbar,CDN TIRE GASBAR #01613,5.64,debit,Gas & Fuel,TD GREEN VISA,,
2/11/2017,Uber.com,UBER CA FEB10 ZHH3Z HELP.,2.77,debit,Rental Car & Taxi,TD GREEN VISA,,
2/11/2017,Tim Horton's,TIM HORTONS 2070 QTH,1.9,debit,Coffee Shops,TD GREEN VISA,,
2/11/2017,Aramark,ARAMARK ENTERTAINMENT,24.5,debit,Food & Dining,TD GREEN VISA,,
2/11/2017,Tim Horton's,TIM HORTONS #1496,1.9,debit,Coffee Shops,TD GREEN VISA,,
2/11/2017,Mucho Burrito,MUCHO BURRITO,10.11,debit,Restaurants,TD GREEN VISA,,
2/11/2017,Cdn Tire Gasbar,CDN TIRE GASBAR #01613,46.26,debit,Gas & Fuel,TD GREEN VISA,,
2/11/2017,C U Campus,C U CAMPUS CARD,25,debit,Parking,TD GREEN VISA,,
2/10/2017,Booster Juice,"BOOSTER JUICE, STORE #",7.29,debit,Fast Food,TD GREEN VISA,,
2/10/2017,LCBO,LCBO/RAO #0694,25.7,debit,Alcohol & Bars,TD GREEN VISA,,
2/10/2017,Impark,IMPARK00110009A,20,debit,Parking,TD GREEN VISA,,
2/8/2017,Tim Horton's,TIM HORTONS 4890 QTH,1.7,debit,Coffee Shops,TD GREEN VISA,,
2/8/2017,Carleton Food Court,CARLETON FOOD COURT #3,5.03,debit,Food & Dining,TD GREEN VISA,,
2/8/2017,Canada Pay,CANADA PAY,571.58,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
2/6/2017,Fitness Warehouse,FITNESS WAREHOUSE INC,84.75,debit,Gym,TD GREEN VISA,,
2/5/2017,Uber.com,UBER CA FEB05 ALSYS HELP.,9.02,debit,Rental Car & Taxi,TD GREEN VISA,,
2/5/2017,Uber.com,UBER CA FEB04 MHEEA HELP.,4.87,debit,Rental Car & Taxi,TD GREEN VISA,,
2/4/2017,Orleans Bowling Ctr,ORLEANS BOWLING,17.54,debit,Amusement,TD GREEN VISA,,
2/4/2017,Orleans Bowling Ctr,ORLEANS BOWLING,18.98,debit,Amusement,TD GREEN VISA,,
2/3/2017,Shell,SHELL 1993 TENTH LINE RD,42.91,debit,Gas & Fuel,TD GREEN VISA,,
2/1/2017,Carleton Food Court,CARLETON FOOD COURT #3,9.02,debit,Food & Dining,TD GREEN VISA,,
2/1/2017,Carleton,CARLETON UNIVERSITY,8,debit,Parking,TD GREEN VISA,,
1/31/2017,Tim Horton's,TIM HORTONS 2528 QPS,1.7,debit,Coffee Shops,TD GREEN VISA,,
1/30/2017,Mucho Burrito,MUCHO BURRITO,23.62,debit,Restaurants,TD GREEN VISA,,
1/30/2017,Skype,SKYPE.COM/GO/BILL,14,debit,Home Phone,TD GREEN VISA,,
1/30/2017,Houle Sports,HOULE SPORTS,14.68,debit,Sports,TD GREEN VISA,,
1/30/2017,Transfer Personal Payee,Transfer to Personal Payee LINE W5L5J4,359.09,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
1/28/2017,Popeye's,POPEYE'S SUPPLEMENTS OTTA,67.79,debit,Supplements,TD GREEN VISA,,
1/27/2017,Bkstr Carleton U,BKSTR CARLETON U 936,259.09,credit,Credit Card Payment,TD GREEN VISA,,
1/25/2017,Tim Horton's,TIM HORTONS 2136 QPS,1.7,debit,Coffee Shops,TD GREEN VISA,,
1/25/2017,Canada Pay,CANADA PAY,297.46,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
1/24/2017,Transfer from TD GREEN VISA,Transfer from Personal Payee RICHARD L,259.09,credit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
1/24/2017,Transfer Tfsa R,Transfer to TFSA 11R253J RX591,500,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,Reimbursable,
1/23/2017,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,BKSTR CARLETON U 936,259.09,debit,Hide from Budgets & Trends,TD GREEN VISA,,
1/23/2017,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,341.99,credit,Hide from Budgets & Trends,TD GREEN VISA,,
1/23/2017,Transfer to TD GREEN VISA,Transfer to TD Credit Card RX562,341.99,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
1/22/2017,Uber.com,UBER CA JAN22 3KQTB HELP.,8.03,debit,Rental Car & Taxi,TD GREEN VISA,,
1/21/2017,LCBO,LCBO/RAO #0624,25.9,debit,Alcohol & Bars,TD GREEN VISA,,
1/20/2017,Cdn Tire Gasbar,CDN TIRE GASBAR #01089,46.97,debit,Gas & Fuel,TD GREEN VISA,,
1/20/2017,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,170.81,credit,Hide from Budgets & Trends,TD GREEN VISA,,
1/20/2017,Transfer to TD GREEN VISA,Transfer to TD Credit Card JR095,170.81,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
1/19/2017,Pharma Plus Drugmarts,PHARMA PLUS DRUGMART 1255,5.09,debit,Pharmacy,TD GREEN VISA,Reimbursable,
1/19/2017,Roast N Brew,ROAST `N BREW COFFEE CO.,2,debit,Coffee Shops,TD GREEN VISA,,
1/19/2017,Jimmy Greek,JIMMY THE GREEK,15.23,debit,Restaurants,TD GREEN VISA,,
1/18/2017,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,28,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,Reimbursable,
1/16/2017,Imperial Barber Shop,IMPERIAL BARBER SHOP TENT,36.61,debit,Hair,TD GREEN VISA,Reimbursable,
1/16/2017,YMCA,YMCA-YWCA NATIONAL CAPITA,42.94,debit,Gym,TD GREEN VISA,Reimbursable,
1/15/2017,Uber.com,UBER CA JAN15 NPZUH HELP.,4.85,debit,Rental Car & Taxi,TD GREEN VISA,,
1/15/2017,Boston Pizza,BOSTON PIZZA # 421,54.1,debit,Restaurants,TD GREEN VISA,,
1/14/2017,Sport Chek,SPORT CHEK #398,5.64,debit,Clothing,TD GREEN VISA,Reimbursable,
1/14/2017,Loblaws,LOBLAWS RCSS #1071,9.04,debit,Groceries,TD GREEN VISA,Reimbursable,
1/11/2017,Canada Pay,CANADA PAY,122.48,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
1/8/2017,Petrocan Ro,PETROCAN-2180 MONTREAL RO,20,debit,Gas & Fuel,TD GREEN VISA,,
1/6/2017,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,450,credit,Hide from Budgets & Trends,TD GREEN VISA,Reimbursable,
1/6/2017,Eshopnikecom,EshopNikeCOM,197.75,debit,Shopping,TD GREEN VISA,Reimbursable,
1/6/2017,Transfer to TD GREEN VISA,Transfer to TD Credit Card JG574,450,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
1/6/2017,Transfer Personal Payee,Transfer to Personal Payee LINE H4H4J9,62,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,Reimbursable,
1/5/2017,Canada Gst,CANADA GST,105.25,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
1/4/2017,Loblaws,LOBLAWS RCSS #1071,13.23,debit,Groceries,TD GREEN VISA,Reimbursable,
1/4/2017,Houle Sports,HOULE SPORTS,203.39,debit,Sports,TD GREEN VISA,Reimbursable,
1/4/2017,Wal-Mart,WAL-MART SUPERCENTER#3065,15.22,debit,Pharmacy,TD GREEN VISA,Reimbursable,
1/4/2017,Winners,WINNERSHOMESENSE 31106,28.24,debit,Furnishings,TD GREEN VISA,Reimbursable,
1/4/2017,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,100,credit,Hide from Budgets & Trends,TD GREEN VISA,,
1/4/2017,Transfer Personal Payee,Transfer to Personal Payee LINE A5Y8K8,2112,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,Reimbursable,
1/4/2017,Transfer to TD GREEN VISA,Transfer to TD Credit Card HQ001,100,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
1/3/2017,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,450.48,credit,Hide from Budgets & Trends,TD GREEN VISA,,
1/3/2017,Transfer to TD GREEN VISA,Transfer to TD Credit Card JC303,450.48,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
1/3/2017,Bmo Z W,BMO MasterCard Z8W8U9,80,debit,Credit Card Payment,TD STUDENT CHEQUING ACCOUNT,Reimbursable,
1/3/2017,Osap Funding Gsl,OSAP FUNDING GSL,2112,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
1/3/2017,Canada Gsl,CANADA GSL,1450,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
1/3/2017,Deposit Branch,Deposit at Branch - 2916,100,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
1/2/2017,Jonny Canuck Bar,JONNY CANUCK'S BAR &,24.17,debit,Restaurants,TD GREEN VISA,,
1/2/2017,Ha Noi Pho,HA NOI PHO,20.95,debit,Restaurants,TD GREEN VISA,,
1/1/2017,Uber.com,UBER CA DEC31 JVRWS HELP.,26.45,debit,Rental Car & Taxi,TD GREEN VISA,,
12/31/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR &,18.23,debit,Restaurants,TD GREEN VISA,,
12/28/2016,Canada Pay,CANADA PAY,348.51,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
12/19/2016,Bmo W L,BMO MasterCard W3L5A3,100,debit,Credit Card Payment,TD STUDENT CHEQUING ACCOUNT,,
12/18/2016,Imperial Barber Shop,IMPERIAL BARBER SHOP TENT,20.34,debit,Hair,TD GREEN VISA,Reimbursable,
12/18/2016,Shell,SHELL 1993 TENTH LINE RD,20,debit,Gas & Fuel,TD GREEN VISA,,
12/18/2016,Wal-Mart,WAL-MART SUPERCENTER#3065,4.37,debit,Shopping,TD GREEN VISA,,
12/18/2016,Best Buy,BEST BUY #627,180.79,debit,Electronics & Software,TD GREEN VISA,,
12/17/2016,Local,LOCAL LANSDOWNE,32.21,debit,Restaurants,TD GREEN VISA,,
12/17/2016,Ruddy Ym Ywca,RUDDY YM-YWCA,42.94,debit,Gym,TD GREEN VISA,,
12/14/2016,Yalla Yalla Bakery,YALLA YALLA BAKERY,8.93,debit,Restaurants,TD GREEN VISA,,
12/14/2016,Thank You,PAYMENT - THANK YOU,39.71,credit,Credit Card Payment,TD GREEN VISA,,
12/14/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,361.6,credit,Hide from Budgets & Trends,TD GREEN VISA,,
12/14/2016,Canada Pay,CANADA PAY,470.69,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
12/14/2016,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,104,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
12/14/2016,Interac E Transfer,Interac e-Transfer C2***xbT,30,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
12/14/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card HJ202,361.6,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
12/13/2016,Baton Rouge,BATON ROUGE,20.79,debit,Restaurants,TD GREEN VISA,,
12/13/2016,Amazon,Amazon *Marketplce CA,96.49,debit,Shopping,TD GREEN VISA,,
12/13/2016,Wal-Mart,WAL-MART SUPERCENTER#3065,39.71,debit,Shopping,TD GREEN VISA,,
12/13/2016,Mucho Burrito,MUCHO BURRITO,23.62,debit,Restaurants,TD GREEN VISA,,
12/10/2016,Orleans Bowling Ctr,ORLEANS BOWLING,8.63,debit,Amusement,TD GREEN VISA,,
12/10/2016,Uber.com,UBER CA DEC10 HEQMW HELP.,8.6,debit,Rental Car & Taxi,TD GREEN VISA,,
12/10/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR &,8.5,debit,Restaurants,TD GREEN VISA,,
12/9/2016,Loblaws,LOBLAWS RCSS #1071,33.87,debit,Groceries,TD GREEN VISA,,
12/9/2016,Orleans Bowling Ctr,ORLEANS BOWLING,18.98,debit,Amusement,TD GREEN VISA,,
12/9/2016,H&M,H&M CA #063 - PLACE D',7.9,debit,Clothing,TD GREEN VISA,,
12/9/2016,Petrocan Tenth Line,PETROCAN-1685 TENTH LINE,48.99,debit,Gas & Fuel,TD GREEN VISA,,
12/9/2016,C U Campus,C U CAMPUS CARD,25,debit,Transfer for Cash Spending,TD GREEN VISA,,
12/9/2016,Carleton Univ Starbuc,CARLETON UNIV.-STARBUC,2.36,debit,Coffee Shops,TD GREEN VISA,,
12/9/2016,Winners,WINNERSHOMESENSE 31106,62.13,debit,Furnishings,TD GREEN VISA,,
12/9/2016,LCBO,LCBO/RAO #0624,16.8,debit,Alcohol & Bars,TD GREEN VISA,,
12/6/2016,Mucho Burrito,MUCHO BURRITO,23.62,debit,Restaurants,TD GREEN VISA,,
12/5/2016,Spic Span Dryclea,SPIC & SPAN #1 DRYCLEA,30.35,debit,Laundry,TD GREEN VISA,,
12/5/2016,Winners,WINNERSHOMESENSE 31106,22.59,debit,Furnishings,TD GREEN VISA,,
12/2/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
12/2/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
12/1/2016,Carleton Food C,CARLETON FOOD C _F,9.02,debit,Groceries,TD STUDENT CHEQUING ACCOUNT,,
11/30/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,148.46,credit,Hide from Budgets & Trends,TD GREEN VISA,,
11/30/2016,Canada Pay,CANADA PAY,470.69,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
11/30/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card HZ491,148.46,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
11/30/2016,Bmo J U,BMO MasterCard J8U9L2,300,debit,Credit Card Payment,TD STUDENT CHEQUING ACCOUNT,,
11/30/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
11/30/2016,Interest,INTEREST CREDIT,0.01,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
11/28/2016,Petrocan B,PETROCAN-3055 ST JOSEPH B,43.28,debit,Gas & Fuel,TD GREEN VISA,,
11/21/2016,Interest Charge,INTEREST CHARGE -PURCHASE,1.61,debit,Finance Charge,TD GREEN VISA,,
11/21/2016,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,40,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/21/2016,Transfer from TD EVERY DAY SAVINGS ACCOUNT,Transfer from TD EVERY DAY SAVINGS ACCOUNT 6446058 RW255,0.4,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/21/2016,Transfer Personal Payee,Transfer to Personal Payee LINE Z9Q8Q9,45,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/21/2016,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 RW255,0.4,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
11/19/2016,Imperial Barber Shop,IMPERIAL BARBER SHOP TENT,33.9,debit,Hair,TD GREEN VISA,,
11/17/2016,Run Jewels,RUN THE JEWELS,41.75,debit,Music,TD GREEN VISA,,
11/17/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,170,credit,Hide from Budgets & Trends,TD GREEN VISA,,
11/17/2016,Bmo Y Z,BMO MasterCard Y8Z3Y3,600,debit,Credit Card Payment,TD STUDENT CHEQUING ACCOUNT,,
11/17/2016,Transfer from TD EVERY DAY SAVINGS ACCOUNT,Transfer from TD EVERY DAY SAVINGS ACCOUNT 6446058 IX354,220,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/17/2016,Transfer to TD GREEN VISA,TD VISA Y8Z3Y5,170,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
11/17/2016,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 IX354,220,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
11/16/2016,Canada Pay,CANADA PAY,470.68,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
11/16/2016,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,37.25,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/15/2016,YMCA,YMCA-YWCA NATIONAL CAPITA,42.94,debit,Gym,TD GREEN VISA,,
11/15/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/15/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
11/14/2016,Non Td ATM,NON-TD ATM W/D,62.75,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
11/14/2016,Transfer from TD EVERY DAY SAVINGS ACCOUNT,Transfer from TD EVERY DAY SAVINGS ACCOUNT 6446058 UB173,100,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/14/2016,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 UB173,100,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
11/13/2016,Uber.com,UBER CA NOV12 PJERZ HELP.,64.88,debit,Rental Car & Taxi,TD GREEN VISA,,
11/13/2016,Uber.com,UBER CA NOV12 TMOD2 HELP.,14.98,debit,Rental Car & Taxi,TD GREEN VISA,,
11/12/2016,The Beer Store,THE BEER STORE #4626,11.95,debit,Alcohol & Bars,TD GREEN VISA,,
11/10/2016,Tim Horton's,TIM HORTONS 4890 QTH,1.7,debit,Coffee Shops,TD GREEN VISA,,
11/10/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/10/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
11/9/2016,Wal-Mart,WAL-MART SUPERCENTER#3065,16.45,debit,Shopping,TD GREEN VISA,,
11/9/2016,Landmark Orl,LANDMARK 10 ORL,9.99,debit,Entertainment,TD STUDENT CHEQUING ACCOUNT,,
11/8/2016,Popeye's,POPEYE'S SUPPLEMENTS OTTA,33.89,debit,Supplements,TD GREEN VISA,,
11/7/2016,Cdn Tire Gasbar,CDN TIRE GASBAR #01089,43.69,debit,Gas & Fuel,TD GREEN VISA,,
11/4/2016,Tim Horton's,TIM HORTONS 2528 QPS,1.7,debit,Coffee Shops,TD GREEN VISA,,
11/2/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,156.68,credit,Hide from Budgets & Trends,TD GREEN VISA,,
11/2/2016,Canada Pay,CANADA PAY,470.69,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
11/2/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Transfer to TD EVERY DAY SAVINGS ACCOUNT 6446058 HI191,307,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
11/2/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card HI103,156.68,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
11/2/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 HI191,307,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
11/1/2016,Carleton Food Court,CARLETON FOOD COURT #3,9.02,debit,Food & Dining,TD GREEN VISA,,
10/30/2016,Uber.com,UBER CA OCT29 UYNYL HELP.,7.45,debit,Rental Car & Taxi,TD GREEN VISA,,
10/29/2016,New Shawarma King,THE NEW SHAWARMA KING,12.98,debit,Fast Food,TD GREEN VISA,,
10/29/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR &,30.44,debit,Restaurants,TD GREEN VISA,,
10/29/2016,Uber.com,UBER CA OCT28 ILCXE HELP.,12.57,debit,Rental Car & Taxi,TD GREEN VISA,,
10/28/2016,Mucho Burrito,MUCHO BURRITO,16.33,debit,Restaurants,TD GREEN VISA,,
10/24/2016,Thank You,PAYMENT - THANK YOU,379,credit,Credit Card Payment,TD GREEN VISA,,
10/24/2016,Thank You,PAYMENT - THANK YOU,150,credit,Credit Card Payment,TD GREEN VISA,,
10/24/2016,Thank You,PAYMENT - THANK YOU,190,credit,Credit Card Payment,TD GREEN VISA,,
10/23/2016,Uber.com,UBER CA OCT22 ZFTKL HELP.,6.01,debit,Rental Car & Taxi,TD GREEN VISA,,
10/19/2016,Interest Charge,INTEREST CHARGE -PURCHASE,16.06,debit,Finance Charge,TD GREEN VISA,,
10/17/2016,YMCA,YMCA-YWCA NATIONAL CAPITA,42.94,debit,Gym,TD GREEN VISA,,
10/15/2016,Uber.com,UBER CA OCT14 A5U5J HELP.,14.76,debit,Rental Car & Taxi,TD GREEN VISA,,
10/1/2016,Imperial Barber Shop,IMPERIAL BARBER SHOP TENT,33.9,debit,Hair,TD GREEN VISA,,
9/29/2016,Tim Horton's,TIM HORTONS 4890 QTH,1.44,debit,Coffee Shops,TD GREEN VISA,,
9/26/2016,Shell,SHELL 1993 TENTH LINE RD,45.42,debit,Gas & Fuel,TD GREEN VISA,,
9/21/2016,Ultramar,ULTRAMAR #32720,43.2,debit,Gas & Fuel,TD GREEN VISA,,
9/19/2016,Bkstr Carleton U,BKSTR CARLETON U 936,20.15,debit,Books & Supplies,TD GREEN VISA,,
9/17/2016,Sobeys,METCALFE SOBEYS #4711,35.21,debit,Groceries,TD GREEN VISA,,
9/16/2016,Burgers N Fries,BURGERS N' FRIES FOREVER,18.85,debit,Fast Food,TD GREEN VISA,,
9/16/2016,The Beer Store,THE BEER STORE #4601,12.25,debit,Alcohol & Bars,TD GREEN VISA,,
9/16/2016,Uber.com,UBER CA SEP15 HVHTQ HELP.,0.81,debit,Rental Car & Taxi,TD GREEN VISA,,
9/15/2016,Tim Horton's,TIM HORTONS 3348 QPS,1.44,debit,Coffee Shops,TD GREEN VISA,,
9/15/2016,Ymca Ymca National,YMCA-YMCA NATIONAL CAP,42.94,debit,Babysitter & Daycare,TD GREEN VISA,,
9/14/2016,Moo Com,moo com,53.91,debit,Printing,TD GREEN VISA,,
9/14/2016,Oliver Pub,OLIVER'S PUB,18.11,debit,Alcohol & Bars,TD GREEN VISA,,
9/13/2016,Roast N Brew,ROAST `N BREW COFFEE CO.,2,debit,Coffee Shops,TD GREEN VISA,,
9/12/2016,Tim Horton's,TIM HORTONS 4890 QTH,1.44,debit,Coffee Shops,TD GREEN VISA,,
9/12/2016,Amazon,Amazon *Marketplce CA,38.01,debit,Shopping,TD GREEN VISA,,
9/12/2016,Pins Needles Alteraions,PINS & NEEDLES ALTERAIONS,163,debit,Laundry,TD GREEN VISA,,
9/11/2016,Help Us Pay,WPY*HELP US PAY OFF THE C,20,debit,Charity,TD GREEN VISA,,
9/11/2016,Top World,TOP OF THE WORLD,56.44,debit,Clothing,TD GREEN VISA,,
9/10/2016,The Beer Store,THE BEER STORE #4626,25.5,debit,Alcohol & Bars,TD GREEN VISA,,
9/10/2016,Uber.com,UBER CA SEP09 UWDPQ HELP.,50.03,debit,Rental Car & Taxi,TD GREEN VISA,,
9/10/2016,Uber.com,UBER CA SEP09 MRDFV HELP.,5,debit,Rental Car & Taxi,TD GREEN VISA,,
9/9/2016,Sobeys,SOBEYS 7496       QPS,5.74,debit,Groceries,TD GREEN VISA,,
9/9/2016,Thank You,PAYMENT - THANK YOU,140,credit,Credit Card Payment,TD GREEN VISA,,
9/9/2016,Pharma Plus Drugmarts,PHARMA PLUS DRUGMART 1255,6.77,debit,Pharmacy,TD GREEN VISA,,
